"","SCE_Cab","SCE_Cw","SCE_LAI","SCE_Cm","SCE_Car","ann_neon_Cab","ann_neon_Car","ann_neon_Cw","ann_neon_Cm","ann_neon_LAI","B02","B03","B04","B05","B06","B07","B8A","B11","B12","ARVI","BIOM","CHM","EVI","fPAR","LAI","MSI","NDII","NDLI","NDNI","NDVI","NDWI","NDMI","PRI","SAVI","WBI","coords.x1","coords.x2"
"14",24.4894930038764,0.0299791773049543,0.587716191847995,0.0299999993472553,49.6706590093157,-10.8217783214318,16.2037735007556,-0.00574143664080438,0.00806684247769101,0.616081610346182,0.0538,0.0898,0.0823,0.1453,0.2421,0.2682,0.2946,0.2941,0.1756,0.488620579242706,18.3396453857422,0,0.378094226121902,0.305260002613068,0.963883817195892,0.938457250595093,-0.0198442712426186,0.0437591560184956,0.150755614042282,0.625967979431152,-0.0979743525385857,0.337919861078262,-0.0744958594441414,0.382133662700653,0.984800219535828,631810,3690590
"15",28.2301474151649,0.0299999520003394,0.73060329611474,0.0100000007655669,49.9999947570344,-2.79265259794103,19.6964650997879,0.00497764041727159,0.00730512796784899,2.08647160173013,0.0457,0.0842,0.0693,0.1461,0.2876,0.3216,0.3507,0.282,0.1659,0.587149202823639,20.7993545532227,0,0.462214022874832,0.385737508535385,1.29484522342682,0.797954142093658,0.0659225210547447,0.0438985638320446,0.152697533369064,0.708832859992981,-0.0621703006327152,0.429416626691818,-0.0839338824152946,0.459728568792343,1.0057145357132,628930,3692050
"16",32.8918902047373,0.0299999994965417,0.968028660266971,0.0100000212485789,13.9852537507864,3.7302053832958,18.135477597705,0.0122624737513943,0.00665756610884931,2.49498969423157,0.0374,0.0733,0.0492,0.1256,0.2831,0.3193,0.3419,0.2299,0.1235,0.673010051250458,22.4565372467041,0,0.50875997543335,0.421095013618469,1.46325075626373,0.677289009094238,0.138410151004791,0.049682404845953,0.16510808467865,0.764256536960602,-0.0257922634482384,0.44663080573082,-0.0643807724118233,0.493765830993652,1.03205847740173,627110,3694930
"19",30.0840099889342,0.0299999950557296,0.739800031414106,0.0299977634459771,49.9984459973693,-5.04938462032316,21.0266086981315,-2.49625107911697e-06,0.00786897174711716,1.83218442497258,0.0509,0.0887,0.0736,0.155,0.2828,0.3135,0.3465,0.2948,0.1717,0.551873803138733,19.7847671508789,0,0.445604383945465,0.364140003919601,1.19816529750824,0.876247644424438,0.0191388726234436,0.0432779043912888,0.151923283934593,0.673655033111572,-0.083883598446846,0.383415132761002,-0.073530986905098,0.439385026693344,0.981543779373169,628410,3694090
"21",27.9630881649918,0.0299999993249599,0.760879535262643,0.0299999991036691,49.9999948954421,-4.4895448168596,21.0195227152184,0.00115600116593742,0.00778182772783952,1.91234009948613,0.052,0.0922,0.0778,0.1611,0.291,0.32,0.3505,0.2937,0.1703,0.547982513904572,19.6931629180908,0,0.450956106185913,0.368942499160767,1.21598589420319,0.826656877994537,0.0461036749184132,0.0428758300840855,0.154278680682182,0.67054694890976,-0.0698537603020668,0.400984078645706,-0.0750287026166916,0.443522155284882,0.988106489181519,628470,3694090
"22",25.8515666663801,0.0299999999809406,0.811757992757909,0.0100000012967306,10.01909739486,-1.37155081426961,20.7298614492955,0.00845316900979311,0.00695990813522329,2.28716439536703,0.0477,0.0854,0.0682,0.1511,0.2878,0.3162,0.3432,0.2588,0.1474,0.56005996465683,20.0021743774414,0,0.453752905130386,0.370395004749298,1.2371666431427,0.762966573238373,0.0854374840855598,0.0468906052410603,0.154481261968613,0.682132422924042,-0.051957119256258,0.427196204662323,-0.0699182599782944,0.447738975286484,1.01523458957672,628790,3691630
"23",25.9589831895049,0.0299986259906023,0.633566944240241,0.0100009627477326,49.9991577830349,-6.0902697353729,21.4562197294514,0.00363924989617757,0.00700231641974422,1.83127460497131,0.0462,0.0813,0.0701,0.1431,0.2571,0.2862,0.3224,0.2781,0.171,0.5450199842453,19.6411724090576,0,0.441682577133179,0.359897494316101,1.18609166145325,0.873123347759247,0.0249786209315062,0.0408743545413017,0.144390016794205,0.669503927230835,-0.0813827738165855,0.434297621250153,-0.0746229887008667,0.436708062887192,0.98912125825882,628750,3692050
"24",26.6842610616275,0.0299999997131774,0.884275795873472,0.0299999997515245,48.9555246930569,-1.5568427023476,19.3642457129744,0.00827727109892763,0.00702491587136417,2.28576055998826,0.0505,0.0904,0.073,0.1544,0.2865,0.3148,0.3409,0.256,0.144,0.539651155471802,19.4693508148193,0,0.453969091176987,0.367334991693497,1.22570967674255,0.740894973278046,0.0971010774374008,0.0487277284264565,0.15836375951767,0.664024233818054,-0.047958854585886,0.427939116954803,-0.0689072981476784,0.445528090000153,1.01732754707336,628770,3691590
"25",26.4797521562847,0.029999930979394,0.843369417568628,0.0100000035433347,11.5098593325671,-0.923096365364302,20.640285396118,0.0102201995476503,0.00674406122994876,2.37439944448211,0.0461,0.0852,0.0673,0.1507,0.2907,0.3227,0.3513,0.2556,0.1455,0.574121057987213,20.3197994232178,0,0.471401244401932,0.385419994592667,1.3040806055069,0.730781078338623,0.10482357442379,0.048074908554554,0.1573286652565,0.692926704883575,-0.0434150397777557,0.437456905841827,-0.0687941685318947,0.46263912320137,1.01747918128967,628770,3691650
"26",32.9488010650885,0.0299865291609904,0.911434357264168,0.0100000036762984,49.9949953755462,2.35839593238223,21.8357332957233,0.0110214348438476,0.00677306584770117,2.4567127757625,0.0359,0.0717,0.0514,0.1286,0.2849,0.3217,0.3492,0.2428,0.1329,0.694355010986328,22.9819717407227,0,0.546582579612732,0.456747502088547,1.63862788677216,0.63145524263382,0.172702521085739,0.0503691360354424,0.16656593978405,0.783341348171234,-0.0197268947958946,0.471693903207779,-0.0695886015892029,0.526706278324127,1.03029191493988,628990,3691970
"27",33.0371988881157,0.029999966950221,0.71639839327833,0.0299999306132082,13.5743822442316,-5.06623012287707,18.7570123240532,-0.00109624190841846,0.00795590123926136,1.72992046657122,0.0504,0.0862,0.0733,0.1409,0.2631,0.296,0.3247,0.2837,0.1647,0.521973192691803,19.0423831939697,0,0.425044417381287,0.345767498016357,1.11917233467102,0.94856458902359,-0.020784892141819,0.0439019836485386,0.151531398296356,0.648804426193237,-0.0986072048544884,0.355868577957153,-0.0701933652162552,0.420322895050049,0.98300963640213,628370,3693750
"29",36.2059923800442,0.0299999977093423,0.932701710794928,0.0299999837155273,23.6963566049817,-0.542648410458913,17.3034554676884,0.00967416396377167,0.00700362416287466,2.42314466941148,0.0507,0.0912,0.0718,0.1565,0.3301,0.3677,0.4015,0.287,0.164,0.610125243663788,21.0718231201172,0,0.519460320472717,0.429692506790161,1.49696958065033,0.739194631576538,0.102934099733829,0.0491783283650875,0.164819121360779,0.718472063541412,-0.033242505043745,0.440461397171021,-0.0737378597259521,0.500537157058716,1.01410210132599,628350,3691770
"31",28.0035633666616,0.0299995050640887,0.901485434568329,0.0299836416779327,49.9999888768061,-1.13471526209443,17.9894419868206,0.0098291488598414,0.00680442251296604,2.3462286066143,0.048,0.0908,0.0708,0.1527,0.2919,0.3222,0.348,0.2566,0.1466,0.549747049808502,19.7050933837891,0,0.461440861225128,0.374000012874603,1.25454926490784,0.742945551872253,0.0965118631720543,0.0486440397799015,0.159214437007904,0.672038614749908,-0.0468017309904099,0.428475320339203,-0.0682136118412018,0.452075928449631,1.01615905761719,628770,3691610
"32",34.2031074394722,0.0299999968197327,0.999603476330859,0.0100000053321339,13.4207298525492,3.49738316714215,18.2326597283506,0.0136755126716753,0.00643493220395897,2.54637638145955,0.0362,0.0724,0.0464,0.1238,0.2812,0.3228,0.3493,0.2263,0.1213,0.695428133010864,22.9414825439453,0,0.526536047458649,0.437702506780624,1.53868222236633,0.645489037036896,0.160724654793739,0.051176056265831,0.16484634578228,0.78069680929184,-0.0174577571451664,0.46047654747963,-0.0620909966528416,0.508498072624207,1.03934967517853,627090,3694910
"34",31.342757708871,0.0299999989546937,0.702795262843094,0.0299999999698688,13.1885582876398,-6.66626297432882,19.097810261233,-0.00178029656840425,0.0079961973657215,1.51715089652173,0.0541,0.0916,0.0795,0.1569,0.2835,0.3171,0.3444,0.3055,0.1799,0.516995787620544,18.8946571350098,0,0.456876397132874,0.37007999420166,1.2247269153595,0.866064250469208,0.0255790781229734,0.0433699525892735,0.156213715672493,0.643444776535034,-0.0731496140360832,0.392426192760468,-0.0733647793531418,0.444503575563431,0.988132476806641,628650,3694110
"36",22.0329999885619,0.0299933851459003,0.651736751915183,0.010000096000263,49.9999834198346,-5.94320261402687,22.6097350847512,0.0012592005045886,0.00747622579382219,1.80080596055444,0.0482,0.0884,0.076,0.159,0.2748,0.3002,0.3303,0.2859,0.1734,0.505252361297607,18.8128833770752,0,0.443438708782196,0.360594987869263,1.19236421585083,0.826824009418488,0.049092561006546,0.0431079231202602,0.155918285250664,0.640672743320465,-0.0763057097792625,0.419244945049286,-0.0845716744661331,0.438102006912231,0.980235755443573,628550,3694130
"37",36.8681004478649,0.0299999998698968,0.924514024363344,0.029999857777798,49.9986336454485,0.876725538568518,23.2504953898228,0.00991256741396373,0.00678459815444812,2.36305144461506,0.0387,0.0719,0.0571,0.132,0.2772,0.3112,0.3361,0.2457,0.1379,0.635830104351044,21.6716346740723,0,0.477398872375488,0.395522505044937,1.33678472042084,0.720833957195282,0.111251994967461,0.0461716167628765,0.157807692885399,0.7388516664505,-0.0504192337393761,0.432282030582428,-0.0756252259016037,0.469185501337051,1.00402009487152,629170,3691270
"38",35.4420154406099,0.0299999991292007,1.02460973194118,0.0299999877585856,49.9999872100951,1.12907473005809,22.9379584603256,0.0118179440820682,0.00672836929064635,2.5443197088979,0.0424,0.0815,0.0628,0.1499,0.3171,0.3565,0.3866,0.2581,0.1427,0.646487891674042,21.9997730255127,0,0.53342217206955,0.446157485246658,1.57950460910797,0.659680545330048,0.155884221196175,0.0501785390079021,0.165840059518814,0.748365163803101,-0.0258044265210629,0.464065968990326,-0.0793829932808876,0.514912903308868,1.01671838760376,627970,3695030
"40",23.5760341315591,0.0299978705311903,0.544834445037438,0.0100002812610937,49.9999769659702,-9.51685019888266,23.5165843411778,0.00242739877733737,0.00649281876623376,1.50220760281241,0.0454,0.0783,0.0727,0.1391,0.2372,0.2615,0.2882,0.2755,0.1791,0.572373807430267,20.3839740753174,0,0.403183668851852,0.332102507352829,1.06955862045288,0.810975134372711,0.0608665980398655,0.0412447340786457,0.144090384244919,0.693615198135376,-0.0680777132511139,0.429795175790787,-0.084100104868412,0.407254487276077,0.998907327651978,632150,3695750
"42",38.8165215575177,0.0299978300912096,0.956334809656412,0.010000023363154,7.37300494684341,4.58969072408033,12.4277572051949,0.0108447312557151,0.00700045521956649,2.48834425550903,0.0435,0.0772,0.0554,0.1228,0.304,0.3492,0.375,0.2534,0.1362,0.668717801570892,22.0498466491699,0,0.541583001613617,0.443035006523132,1.54614925384521,0.696796655654907,0.125728517770767,0.0541134439408779,0.170163288712502,0.750068664550781,-0.030298076570034,0.434516072273254,-0.0547294393181801,0.51021683216095,1.03376019001007,627030,3695190
"43",36.2032337206521,0.0299999999933722,0.857806964554799,0.0299999963310406,49.9997722724147,-0.479162587372414,21.3429770515711,0.00736748481509039,0.00707256637654057,2.21450695443343,0.0392,0.0743,0.0579,0.1295,0.2621,0.2973,0.3268,0.2503,0.1403,0.634873509407043,21.7697868347168,0,0.471022844314575,0.391645014286041,1.32443714141846,0.70932275056839,0.11384155601263,0.0464265681803226,0.158760547637939,0.742181956768036,-0.0425380021333694,0.426481425762177,-0.0725727528333664,0.466659337282181,1.01881432533264,628890,3691870
"47",32.0991939177635,0.0299999999640541,0.75305261233622,0.0299984119123066,49.9999525098158,-3.60430371139385,19.0828181550806,0.00310429349797123,0.00737904708160097,1.92009136119681,0.0459,0.0817,0.0655,0.1395,0.2671,0.2963,0.3209,0.2717,0.1614,0.537461400032043,19.3377933502197,0,0.436100900173187,0.351957499980927,1.15238606929779,0.866365909576416,0.0224509723484516,0.0445259064435959,0.155416458845139,0.658474862575531,-0.0701816156506538,0.394474029541016,-0.0692087560892105,0.428288578987122,1.00259506702423,626950,3694850
"49",33.0210004639575,0.0299999761515858,0.676652584159769,0.0299989233125824,14.2675717744329,-6.68232640143101,18.688926353974,-0.00266442008853773,0.00804857612338759,1.29276408428798,0.0518,0.0837,0.0734,0.1414,0.261,0.2897,0.319,0.2928,0.1687,0.512750744819641,18.8567752838135,0,0.407640635967255,0.331225007772446,1.06029295921326,0.954993844032288,-0.0231461953371763,0.0408365502953529,0.145032078027725,0.642507016658783,-0.1018111333251,0.352557241916656,-0.0762166604399681,0.406041592359543,0.974794745445251,628790,3693970
"51",36.5596183208794,0.0299999996394686,1.03702568981439,0.029999211543201,49.9999861202708,2.04956236271643,22.915783687051,0.0135798709383553,0.00643248204441146,2.58555635715362,0.0401,0.0759,0.0581,0.1392,0.3048,0.3354,0.3699,0.2436,0.1344,0.6478351354599,21.8791275024414,0,0.519278764724731,0.430184990167618,1.49834513664246,0.663930118083954,0.150811702013016,0.0479869805276394,0.162578105926514,0.745900213718414,-0.028372760862112,0.461774110794067,-0.0689303949475288,0.501347541809082,1.01436185836792,629110,3691210
"52",34.0807269414447,0.0299999998879514,1.00542977288782,0.0100001388301739,9.18894109823818,2.89449750260868,18.0579057413019,0.0116217004109347,0.00690818771696041,2.56429032818592,0.0444,0.0813,0.0631,0.1375,0.3221,0.3647,0.3909,0.2538,0.1351,0.659821927547455,22.3014183044434,0,0.540419280529022,0.456582486629486,1.61448895931244,0.643566846847534,0.164525270462036,0.0508654713630676,0.161213278770447,0.759002149105072,-0.0148447640240192,0.462811291217804,-0.0701726526021957,0.521516561508179,1.03397953510284,628790,3694530
"53",25.7980962026308,0.0299999954681431,0.68566351693982,0.0299999975162352,49.9999294585083,-7.38064804275794,20.9226466757764,-0.00160766201048265,0.00788805857882391,1.42406894175631,0.0565,0.0931,0.09,0.1661,0.2834,0.3143,0.3443,0.3069,0.1829,0.494949996471405,18.6732177734375,0,0.426384568214417,0.35122749209404,1.14494967460632,0.863801538944244,0.029738649725914,0.0456195063889027,0.152277231216431,0.635592460632324,-0.0817598700523376,0.401280045509338,-0.0837801918387413,0.425758510828018,0.98805558681488,631270,3695950
"54",30.6199909271746,0.0299999992090466,0.831507900189332,0.0299999157298843,17.1759140043179,-1.66097886424864,22.4792951134342,0.00949196993636151,0.0064990517003929,2.18621208132556,0.0413,0.0745,0.0608,0.1326,0.2466,0.2761,0.2999,0.2345,0.1351,0.559350907802582,20.0785274505615,0,0.408156424760818,0.334614992141724,1.08543264865875,0.834694027900696,0.0425502248108387,0.0436812900006771,0.145738005638123,0.683603703975677,-0.0763814076781273,0.40481436252594,-0.0735389217734337,0.411068618297577,1.00255358219147,626690,3694890
"55",30.1378722438702,0.0299999937939373,0.729380866468439,0.0299999967193463,49.9995286969748,-5.54061999485825,20.9926774790656,-0.00042411117077918,0.00787823411792077,1.75149494424827,0.0521,0.0883,0.0749,0.1561,0.2838,0.3152,0.3459,0.2978,0.175,0.547468781471252,19.647180557251,0,0.445322871208191,0.363277494907379,1.19229590892792,0.883367359638214,0.0149925351142883,0.0433386564254761,0.151533007621765,0.668986558914185,-0.083773210644722,0.382297337055206,-0.0719490647315979,0.438119679689407,0.983879745006561,628390,3694090
"57",26.7949784703871,0.0299999982679271,0.639578389990893,0.0100000005227252,49.9827946598213,-5.22883075098097,21.702350341375,0.00218598488391433,0.00725252194905434,1.78806636003063,0.0442,0.0774,0.066,0.1364,0.2517,0.2794,0.308,0.2698,0.1635,0.550873279571533,19.7793846130371,0,0.432558298110962,0.352115005254745,1.15536832809448,0.878398597240448,0.0199652425944805,0.0413556881248951,0.146661072969437,0.67419970035553,-0.0850632786750793,0.415631473064423,-0.0737782642245293,0.429362684488297,0.987239181995392,628750,3692030
"58",26.9083297095683,0.0299999996921787,0.714937774832862,0.0100001928769973,49.9999988630879,-2.95640168423452,20.3508381442896,0.00534980659341429,0.00714275044799924,2.05512371044623,0.0446,0.0818,0.0689,0.1426,0.2755,0.3049,0.3323,0.2717,0.1613,0.574183821678162,20.3907070159912,0,0.449500173330307,0.370767503976822,1.23214662075043,0.813375651836395,0.0533112064003944,0.0439922362565994,0.15433169901371,0.695332586765289,-0.0650296360254288,0.410138428211212,-0.0758419185876846,0.446052610874176,1.00315320491791,628870,3691890
"61",35.5849016272706,0.0299999992372914,0.953156913638999,0.029994155038931,49.9959147955609,1.16668192399423,22.8515877655138,0.0106644306468906,0.00674287793074486,2.41475397884403,0.0402,0.0738,0.059,0.1339,0.2809,0.3145,0.3399,0.2422,0.1342,0.626100897789001,21.5485992431641,0,0.487941443920135,0.406100004911423,1.38808119297028,0.706658720970154,0.122859455645084,0.0471603758633137,0.158949568867683,0.734670698642731,-0.0474947802722454,0.442561149597168,-0.0800540521740913,0.479552835226059,1.0047196149826,629190,3691290
"62",32.0840158468264,0.0299999999727183,0.797562289683702,0.0100000009929957,49.9999747598216,-0.0605168142151413,24.4843594065708,0.00993287084589075,0.00663070595766079,2.31108237286802,0.038,0.0685,0.0551,0.1296,0.269,0.2982,0.3322,0.2503,0.1438,0.639857351779938,21.7313346862793,0,0.476368993520737,0.394382506608963,1.33148717880249,0.749434888362885,0.0929526910185814,0.0441523380577564,0.156438335776329,0.740881204605103,-0.0597945339977741,0.422725141048431,-0.0704559236764908,0.467656016349792,0.99582052230835,629130,3691470
"63",31.8963076689263,0.0299999996783365,1.01189055198944,0.0100071776366471,49.9998748769771,2.85727258927896,20.9566235914934,0.0132158039581439,0.00657214725491885,2.60269601811932,0.0402,0.0768,0.0557,0.1393,0.3203,0.3585,0.3829,0.2466,0.1354,0.674865782260895,22.5525646209717,0,0.55303955078125,0.462287485599518,1.67318749427795,0.636041641235352,0.174156442284584,0.0495208613574505,0.165954947471619,0.768762230873108,-0.0176017452031374,0.472278833389282,-0.071981854736805,0.53039026260376,1.02070260047913,629050,3691310
"65",33.3070598208283,0.0299999971293438,0.79136987504136,0.0299999988689328,49.9999949499612,-3.07813129481989,19.6263209661541,0.00191584294509067,0.0077960603731381,1.98468347364127,0.0511,0.0869,0.0724,0.1487,0.2919,0.3271,0.3524,0.2907,0.165,0.575525045394897,20.2321548461914,0,0.460913181304932,0.377252489328384,1.24969053268433,0.830615937709808,0.0435365699231625,0.0441172122955322,0.153734132647514,0.689204633235931,-0.0688779130578041,0.39054673910141,-0.0690583661198616,0.450801163911819,0.995683908462524,628430,3693850
"66",33.5612049532316,0.0299999995068983,0.905802046350611,0.0299999961003303,10.5565941754116,1.01916402622643,13.6964248277532,0.00952052873734497,0.00689867662509214,2.3120160279164,0.0461,0.085,0.0627,0.133,0.2734,0.3054,0.3297,0.2446,0.1367,0.577915132045746,20.293758392334,0,0.44737309217453,0.362145006656647,1.20146524906158,0.801953554153442,0.0547625124454498,0.0490245744585991,0.163313508033752,0.690917491912842,-0.0630734860897064,0.390542209148407,-0.0695716142654419,0.439844638109207,1.0127317905426,627170,3694870
"67",32.770212297998,0.0299999996466705,1.0291813457143,0.0100000534204709,14.419265298395,2.69404104343041,18.7060908803016,0.0125932995809441,0.00675131142277382,2.60235447834908,0.041,0.0824,0.0552,0.1425,0.3276,0.3666,0.397,0.2521,0.1353,0.67194801568985,22.4210453033447,0,0.564273297786713,0.468980014324188,1.70677697658539,0.676692843437195,0.145050406455994,0.0521583817899227,0.172889232635498,0.763058185577393,-0.0342772044241428,0.45143136382103,-0.0683822780847549,0.535722434520721,1.01302433013916,628150,3694890
"68",29.2539964583248,0.029999999993435,0.697081796025897,0.0299999990353505,49.9999658023335,-6.49558272537442,20.8436336871785,-0.000556388732974856,0.00775533443902839,1.72402999710957,0.0551,0.0921,0.091,0.1622,0.2978,0.3263,0.3553,0.3124,0.1931,0.563091635704041,20.1056327819824,0,0.464022815227509,0.387737512588501,1.28985333442688,0.794435322284698,0.0738416463136673,0.0435346588492393,0.152135923504829,0.684153497219086,-0.0547309294342995,0.426898330450058,-0.0797635316848755,0.455766618251801,0.998884618282318,631750,3695270
"69",36.7258316359964,0.0299999996294142,0.986664296611266,0.029999904113643,49.9999946776533,1.55538097832061,21.9894190499607,0.011796508509886,0.00665638309741986,2.49616285943029,0.0409,0.076,0.0599,0.1372,0.297,0.3299,0.36,0.2481,0.1377,0.644850134849548,21.8276119232178,0,0.508137345314026,0.420447498559952,1.45762586593628,0.665515661239624,0.14955236017704,0.0465964078903198,0.160667106509209,0.744151771068573,-0.0286363437771797,0.459725439548492,-0.0704887360334396,0.492575734853745,1.01435089111328,629090,3691210
"70",24.6407600750862,0.0299426832625442,0.575304635456677,0.0299999602330437,49.9999826112203,-12.4215056430977,21.3592248511775,-0.00497910697328972,0.00774410930615197,0.429490659209463,0.0523,0.0862,0.0898,0.1622,0.2541,0.2814,0.3197,0.3136,0.1942,0.468575030565262,18.22287940979,0,0.390693873167038,0.323424994945526,1.02876937389374,0.93523782491684,-0.00868853274732828,0.0416726842522621,0.139568015933037,0.620318293571472,-0.102382518351078,0.386163115501404,-0.0929508283734322,0.398553460836411,0.975873529911041,631250,3695910
"72",32.7161829957807,0.0299999999095893,0.819866006694797,0.0299999997441834,49.9999661052333,-2.72794707329212,20.2917669023986,0.00476467661195036,0.00743404295950293,2.12320424288192,0.05,0.0865,0.0739,0.1509,0.2916,0.3292,0.3596,0.2835,0.1625,0.544899046421051,19.6362953186035,0,0.481559783220291,0.396555006504059,1.332390666008,0.90392804145813,0.00835400354117155,0.0494559928774834,0.160344257950783,0.668974161148071,-0.0854443535208702,0.384315103292465,-0.072498083114624,0.468319952487946,0.988014280796051,628230,3693690
"73",31.4547850037629,0.0299999998659657,0.906442552544602,0.012695369827627,49.9999591316431,1.05694529587446,23.4695737816742,0.0119777639789152,0.00655207862486214,2.47674410922944,0.0386,0.0738,0.0587,0.1352,0.2848,0.3223,0.3521,0.2439,0.136,0.63169926404953,21.5939846038818,0,0.488599479198456,0.405392497777939,1.38531363010406,0.704516589641571,0.123595923185349,0.0458352416753769,0.158659130334854,0.736212134361267,-0.0442906804382801,0.446001797914505,-0.0759468078613281,0.478124767541885,1.0061821937561,629090,3691290
