The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", bra_typename "branching", bra_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT bra_m.bra_typename, sbs.sbs_sbsnumber, bra_m.m_methodname, sbs.sbs_sbsname, bra_m.bra_valid, bra_m.ref_refname, bra_m.or_origrefname, bra_m.bra_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_bra.bra_sbsnumber, r_bra.bra_typename, m.m_methodname, r_bra.bra_valid, r_bra.ref_refname, r_bra.or_origrefname FROM (SELECT bra_orf.bra_sbsnumber, bra_orf.bra_typename, bra_orf.bra_methodid, bra_orf.bra_valid, r.ref_refname, bra_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT bra.bra_sbsnumber, bra.bra_typename, bra.bra_methodid, bra.bra_valid, bra.bra_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS bra_sbsnumber, branchingtypename AS bra_typename, methodid AS bra_methodid, valid AS bra_valid, referenceid AS bra_referenceid, origreferenceid AS bra_origreferenceid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, case when branchingtypeid = 0 then 'unknown' when branchingtypeid = 1 then 'yes' when branchingtypeid = 2 then 'no' else NULL end as branchingtypename, branchingid
from branching natural join taxontosbsassignment WHERE valid IN (-2, 1))) bra FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON bra.bra_origreferenceid = orf.or_origrefid) bra_orf ON r.ref_referenceid = bra_orf.bra_referenceid) r_bra LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_bra.bra_methodid = m.m_methodid) bra_m ON sbs.sbs_sbsnumber = bra_m.bra_sbsnumber)
on Mon Apr 26 11:00:36 CEST 2010 .

SBS number;general method;SBS name;branching;valid;reference;original reference
2736;derivation from photos or drawings;Carduus personata;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
2770;derivation from photos or drawings;Antennaria dioica;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6299;derivation from photos or drawings;Calycocorsus stipitatus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6319;derivation from photos or drawings;Ambrosia trifida;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6360;derivation from photos or drawings;Lactuca serriola;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6414;derivation from photos or drawings;Jurinea cyanoides;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6451;derivation from photos or drawings;Hieracium hoppeanum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6499;derivation from photos or drawings;Hypochoeris radicata;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6502;derivation from photos or drawings;Inula salicina;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6509;derivation from photos or drawings;Lactuca quercina;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6510;derivation from photos or drawings;Lactuca sativa;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6511;derivation from photos or drawings;Lactuca viminea;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6543;derivation from photos or drawings;Hieracium echioides;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6626;derivation from photos or drawings;Lactuca perennis;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6629;derivation from photos or drawings;Lapsana communis;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
6638;derivation from photos or drawings;Leontodon hispidus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22884;derivation from photos or drawings;Gentianella lutescens;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22951;derivation from photos or drawings;Centaurium littorale;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22958;derivation from photos or drawings;Gentianella germanica;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22963;derivation from photos or drawings;Centaurium erythraea;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22970;derivation from photos or drawings;Gentiana brachyphylla subsp. favratii;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22974;derivation from photos or drawings;Cicendia filiformis;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22980;derivation from photos or drawings;Gentiana cruciata;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13042;derivation from photos or drawings;Sisymbrium orientale;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13060;derivation from photos or drawings;Thlaspi calaminare;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13060;derivation from photos or drawings;Thlaspi calaminare;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13068;derivation from photos or drawings;Thlaspi cepaeifolium;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13080;derivation from photos or drawings;Alliaria petiolata;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13116;derivation from photos or drawings;Neslia paniculata;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13125;derivation from photos or drawings;Raphanus sativus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13138;derivation from photos or drawings;Rorippa amphibia;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13200;derivation from photos or drawings;Coronopus didymus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13207;derivation from photos or drawings;Descurainia sophia;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13232;derivation from photos or drawings;Draba tomentosa;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13240;derivation from photos or drawings;Erucastrum gallicum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13255;derivation from photos or drawings;Erysimum odoratum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13294;derivation from photos or drawings;Cardamine flexuosa;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13298;derivation from photos or drawings;Cardamine impatiens;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13313;derivation from photos or drawings;Cardaria draba;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13319;derivation from photos or drawings;Cochlearia anglica;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13349;derivation from photos or drawings;Arabis glabra;no;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13355;derivation from photos or drawings;Arabis recta;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
13424;derivation from photos or drawings;Alyssum alyssoides;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27450;derivation from photos or drawings;Rumex sanguineus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27451;derivation from photos or drawings;Rumex scutatus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27453;derivation from photos or drawings;Rumex stenophyllus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27457;derivation from photos or drawings;Rumex thyrsiflorus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27478;derivation from photos or drawings;Montia fontana;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27495;derivation from photos or drawings;Claytonia perfoliata;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27501;derivation from photos or drawings;Portulaca oleracea;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27506;derivation from photos or drawings;Rumex crispus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27528;derivation from photos or drawings;Rumex hydrolapathum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27534;derivation from photos or drawings;Rumex longifolius;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27537;derivation from photos or drawings;Rumex maritimus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27540;derivation from photos or drawings;Rumex nivalis;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27542;derivation from photos or drawings;Rumex obtusifolius;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27549;derivation from photos or drawings;Rumex palustris;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27551;derivation from photos or drawings;Rumex patientia;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27560;derivation from photos or drawings;Rumex pulcher;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27573;derivation from photos or drawings;Polygonum viviparum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27574;derivation from photos or drawings;Reynoutria japonica;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27578;derivation from photos or drawings;Reynoutria sachalinensis;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27593;derivation from photos or drawings;Rumex acetosa;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27601;derivation from photos or drawings;Rumex acetosella;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27606;derivation from photos or drawings;Rumex salicifolius;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27607;derivation from photos or drawings;Rumex aquaticus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18293;derivation from photos or drawings;Sedum telephium s. maximum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18303;derivation from photos or drawings;Sedum villosum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18309;derivation from photos or drawings;Sempervivum arachnoideum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18351;derivation from photos or drawings;Sempervivum tectorum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18402;derivation from photos or drawings;Euonymus europaeus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18405;derivation from photos or drawings;Euonymus latifolius;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18424;derivation from photos or drawings;Cornus alba;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18428;derivation from photos or drawings;Cornus mas;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18429;derivation from photos or drawings;Cornus sanguinea;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18436;derivation from photos or drawings;Cornus sericea;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18440;derivation from photos or drawings;Cornus suecica;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18465;derivation from photos or drawings;Echinocystis lobata;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18474;derivation from photos or drawings;Bryonia alba;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18478;derivation from photos or drawings;Bryonia cretica s. dioica;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18481;derivation from photos or drawings;Cucumis sativus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18482;derivation from photos or drawings;Cucurbita maxima;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
18484;derivation from photos or drawings;Cucurbita pepo;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23007;derivation from photos or drawings;Gentianella ciliata;no;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23011;derivation from photos or drawings;Gentiana clusii;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23028;derivation from photos or drawings;Lomatogonium carinthiacum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23049;derivation from photos or drawings;Gentianella campestris;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23062;derivation from photos or drawings;Gentiana asclepiadea;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23066;derivation from photos or drawings;Gentianella aspera;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23077;derivation from photos or drawings;Gentianella campestris s. baltica;no;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23084;derivation from photos or drawings;Gentiana bavarica;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23087;derivation from photos or drawings;Gentianella bohemica;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23102;derivation from photos or drawings;Gentianella amarella;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23111;derivation from photos or drawings;Deutzia scabra;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23116;derivation from photos or drawings;Ribes alpinum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23118;derivation from photos or drawings;Ribes aureum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23122;derivation from photos or drawings;Ribes nigrum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23124;derivation from photos or drawings;Ribes petraeum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23130;derivation from photos or drawings;Ribes sanguineum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23132;derivation from photos or drawings;Ribes spicatum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23132;derivation from photos or drawings;Ribes spicatum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23138;derivation from photos or drawings;Ribes uva-crispa;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23152;derivation from photos or drawings;Juglans nigra;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23153;derivation from photos or drawings;Juglans regia;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23160;derivation from photos or drawings;Philadelphus coronarius;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23203;derivation from photos or drawings;Hypericum tetrapterum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23212;derivation from photos or drawings;Hypericum perforatum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23219;derivation from photos or drawings;Hypericum pulchrum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
23226;derivation from photos or drawings;Hypericum maculatum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22585;derivation from photos or drawings;Geranium molle;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22586;derivation from photos or drawings;Geranium nodosum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22587;derivation from photos or drawings;Geranium palustre;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22588;derivation from photos or drawings;Geranium phaeum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22589;derivation from photos or drawings;Geranium pratense;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22590;derivation from photos or drawings;Geranium pusillum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22593;derivation from photos or drawings;Geranium rotundifolium;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22612;derivation from photos or drawings;Hieracium villosum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
22631;derivation from photos or drawings;Geranium pyrenaicum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27141;derivation from photos or drawings;Delphinium elatum;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27181;derivation from photos or drawings;Eranthis hyemalis;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27203;derivation from photos or drawings;Clematis recta;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27205;derivation from photos or drawings;Clematis vitalba;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27206;derivation from photos or drawings;Clematis viticella;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27212;derivation from photos or drawings;Consolida ajacis;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27229;derivation from photos or drawings;Consolida regalis;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27254;derivation from photos or drawings;Aquilegia atrata;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27264;derivation from photos or drawings;Aquilegia einseleana;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27279;derivation from photos or drawings;Aconitum napellus;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27293;derivation from photos or drawings;Caltha palustris;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27310;derivation from photos or drawings;Clematis alpina;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27324;derivation from photos or drawings;Actaea spicata;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27328;derivation from photos or drawings;Adonis aestivalis;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
27336;derivation from photos or drawings;Adonis flammea;yes;1;BIOPOP April 2005;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband
